Series_Title,Released_Year,Actor_Id
Get Out,2017,2104
Get Out,2017,2105
Get Out,2017,768
Mission: Impossible - Fallout,2018,1207
Mission: Impossible - Fallout,2018,2106
Mission: Impossible - Fallout,2018,2107
Mission: Impossible - Fallout,2018,1513
En man som heter Ove,2015,2108
En man som heter Ove,2015,2109
En man som heter Ove,2015,2110
En man som heter Ove,2015,2111
What We Do in the Shadows,2014,1467
What We Do in the Shadows,2014,2112
What We Do in the Shadows,2014,1467
What We Do in the Shadows,2014,2113
Omoide no Mânî,2014,2114
Omoide no Mânî,2014,2115
Omoide no Mânî,2014,2116
Omoide no Mânî,2014,2117
The Theory of Everything,2014,1832
The Theory of Everything,2014,1755
The Theory of Everything,2014,2118
The Theory of Everything,2014,2119
Kingsman: The Secret Service,2014,288
Kingsman: The Secret Service,2014,2120
Kingsman: The Secret Service,2014,24
Kingsman: The Secret Service,2014,11
The Fault in Our Stars,2014,2121
The Fault in Our Stars,2014,2122
The Fault in Our Stars,2014,2123
The Fault in Our Stars,2014,858
Me and Earl and the Dying Girl,2015,2124
Me and Earl and the Dying Girl,2015,2125
Me and Earl and the Dying Girl,2015,1725
Me and Earl and the Dying Girl,2015,2126
Birdman or (The Unexpected Virtue of Ignorance),2014,720
Birdman or (The Unexpected Virtue of Ignorance),2014,2127
Birdman or (The Unexpected Virtue of Ignorance),2014,35
Birdman or (The Unexpected Virtue of Ignorance),2014,2128
La vie d'Adèle,2013,2129
La vie d'Adèle,2013,2130
La vie d'Adèle,2013,2131
La vie d'Adèle,2013,2132
Kai po che!,2013,2133
Kai po che!,2013,438
Kai po che!,2013,470
Kai po che!,2013,2134
The Broken Circle Breakdown,2012,2135
The Broken Circle Breakdown,2012,2136
The Broken Circle Breakdown,2012,2137
The Broken Circle Breakdown,2012,2138
Captain America: The Winter Soldier,2014,206
Captain America: The Winter Soldier,2014,208
Captain America: The Winter Soldier,2014,24
Captain America: The Winter Soldier,2014,127
Rockstar,2011,709
Rockstar,2011,2139
Rockstar,2011,2140
Rockstar,2011,1044
Nebraska,2013,2141
Nebraska,2013,2142
Nebraska,2013,2143
Nebraska,2013,2144
Wreck-It Ralph,2012,2145
Wreck-It Ralph,2012,2146
Wreck-It Ralph,2012,2147
Wreck-It Ralph,2012,2148
Le Petit Prince,2015,825
Le Petit Prince,2015,77
Le Petit Prince,2015,721
Le Petit Prince,2015,2149
Detachment,2011,129
Detachment,2011,2150
Detachment,2011,769
Detachment,2011,2151
Midnight in Paris,2011,1067
Midnight in Paris,2011,721
Midnight in Paris,2011,1925
Midnight in Paris,2011,2152
The Lego Movie,2014,2153
The Lego Movie,2014,1085
The Lego Movie,2014,2154
The Lego Movie,2014,2155
Gravity,2013,2156
Gravity,2013,1530
Gravity,2013,539
Gravity,2013,2157
Star Trek Into Darkness,2013,1511
Star Trek Into Darkness,2013,1512
Star Trek Into Darkness,2013,1088
Star Trek Into Darkness,2013,1081
Beasts of No Nation,2015,2158
Beasts of No Nation,2015,2159
Beasts of No Nation,2015,2160
Beasts of No Nation,2015,2161
The Social Network,2010,2162
The Social Network,2010,701
The Social Network,2010,2163
The Social Network,2010,1054
X: First Class,2011,1474
X: First Class,2011,715
X: First Class,2011,2164
X: First Class,2011,1550
The Hangover,2009,2127
The Hangover,2009,1087
The Hangover,2009,2165
The Hangover,2009,2166
Skyfall,2012,1167
Skyfall,2012,772
Skyfall,2012,2167
Skyfall,2012,1169
Silver Linings Playbook,2012,1087
Silver Linings Playbook,2012,2164
Silver Linings Playbook,2012,12
Silver Linings Playbook,2012,2168
Argo,2012,342
Argo,2012,1448
Argo,2012,806
Argo,2012,2042
(500) Days of Summer,2009,2169
(500) Days of Summer,2009,31
(500) Days of Summer,2009,2170
(500) Days of Summer,2009,1064
Harry Potter and the Deathly Hallows: Part 1,2010,746
Harry Potter and the Deathly Hallows: Part 1,2010,747
Harry Potter and the Deathly Hallows: Part 1,2010,748
Harry Potter and the Deathly Hallows: Part 1,2010,1767
Gake no ue no Ponyo,2008,1461
Gake no ue no Ponyo,2008,86
Gake no ue no Ponyo,2008,26
Gake no ue no Ponyo,2008,2171
Frost/Nixon,2008,2172
Frost/Nixon,2008,2173
Frost/Nixon,2008,1550
Frost/Nixon,2008,454
Papurika,2006,809
Papurika,2006,1873
Papurika,2006,2174
Papurika,2006,2175
Changeling,2008,2176
Changeling,2008,2177
Changeling,2008,2178
Changeling,2008,2179
Flipped,2010,2180
Flipped,2010,2181
Flipped,2010,2182
Flipped,2010,2183
Toki o kakeru shôjo,2006,2184
Toki o kakeru shôjo,2006,2185
Toki o kakeru shôjo,2006,2186
Toki o kakeru shôjo,2006,2187
Death Note: Desu nôto,2006,2188
Death Note: Desu nôto,2006,2189
Death Note: Desu nôto,2006,2190
Death Note: Desu nôto,2006,2191
This Is England,2006,2192
This Is England,2006,2193
This Is England,2006,2194
This Is England,2006,2195
Ex Machina,2014,2196
Ex Machina,2014,1097
Ex Machina,2014,1471
Ex Machina,2014,2197
Efter brylluppet,2006,301
Efter brylluppet,2006,2198
Efter brylluppet,2006,2108
Efter brylluppet,2006,2199
The Last King of Scotland,2006,1474
The Last King of Scotland,2006,1468
The Last King of Scotland,2006,2200
The Last King of Scotland,2006,217
Zodiac,2007,733
Zodiac,2007,207
Zodiac,2007,209
Zodiac,2007,2183
Lucky Number Slevin,2006,2201
Lucky Number Slevin,2006,28
Lucky Number Slevin,2006,1
Lucky Number Slevin,2006,2151
Joyeux Noël,2005,320
Joyeux Noël,2005,2202
Joyeux Noël,2005,2203
Joyeux Noël,2005,2204
Control,2007,2205
Control,2007,2206
Control,2007,2207
Control,2007,532
Tangled,2010,2208
Tangled,2010,2209
Tangled,2010,2210
Tangled,2010,2211
Zwartboek,2006,2212
Zwartboek,2006,230
Zwartboek,2006,2213
Zwartboek,2006,2214
Brokeback Mountain,2005,733
Brokeback Mountain,2005,9
Brokeback Mountain,2005,1748
Brokeback Mountain,2005,2215
3:10 to Yuma,2007,133
3:10 to Yuma,2007,8
3:10 to Yuma,2007,2216
3:10 to Yuma,2007,1098
Crash,2004,776
Crash,2004,2156
Crash,2004,1141
Crash,2004,2217
Kung fu,2004,2218
Kung fu,2004,2219
Kung fu,2004,2220
Kung fu,2004,2221
The Bourne Supremacy,2004,86
The Bourne Supremacy,2004,1566
The Bourne Supremacy,2004,755
The Bourne Supremacy,2004,2222
The Machinist,2004,8
The Machinist,2004,1758
The Machinist,2004,2223
The Machinist,2004,2224
Ray,2004,215
Ray,2004,2225
Ray,2004,217
Ray,2004,2226
Lost in Translation,2003,1250
Lost in Translation,2003,127
Lost in Translation,2003,2227
Lost in Translation,2003,2228
Harry Potter and the Goblet of Fire,2005,746
Harry Potter and the Goblet of Fire,2005,747
Harry Potter and the Goblet of Fire,2005,748
Harry Potter and the Goblet of Fire,2005,2229
Man on Fire,2004,1854
Man on Fire,2004,800
Man on Fire,2004,2230
Man on Fire,2004,2231
Coraline,2009,2230
Coraline,2009,2232
Coraline,2009,2233
Coraline,2009,2234
The Last Samurai,2003,1207
The Last Samurai,2003,33
The Last Samurai,2003,2235
The Last Samurai,2003,2236
The Magdalene Sisters,2002,2237
The Magdalene Sisters,2002,2238
The Magdalene Sisters,2002,2239
The Magdalene Sisters,2002,2240
Good Bye Lenin!,2003,716
Good Bye Lenin!,2003,2241
Good Bye Lenin!,2003,2242
Good Bye Lenin!,2003,2243
In America,2002,1770
In America,2002,2206
In America,2002,1144
In America,2002,2244
I Am Sam,2001,1549
I Am Sam,2001,373
I Am Sam,2001,2230
I Am Sam,2001,1598
Adaptation.,2002,2245
Adaptation.,2002,1531
Adaptation.,2002,1567
Adaptation.,2002,1864
Black Hawk Down,2001,2201
Black Hawk Down,2001,831
Black Hawk Down,2001,87
Black Hawk Down,2001,760
Road to Perdition,2002,39
Road to Perdition,2002,2246
Road to Perdition,2002,2247
Road to Perdition,2002,2248
Das Experiment,2001,1231
Das Experiment,2001,2249
Das Experiment,2001,2250
Das Experiment,2001,2251
Billy Elliot,2000,2252
Billy Elliot,2000,2253
Billy Elliot,2000,2254
Billy Elliot,2000,2255
Hedwig and the Angry Inch,2001,2256
Hedwig and the Angry Inch,2001,2257
Hedwig and the Angry Inch,2001,2258
Hedwig and the Angry Inch,2001,2259
Ocean's Eleven,2001,1530
Ocean's Eleven,2001,34
Ocean's Eleven,2001,1069
Ocean's Eleven,2001,86
Vampire Hunter D: Bloodlust,2000,2260
Vampire Hunter D: Bloodlust,2000,2261
Vampire Hunter D: Bloodlust,2000,2262
Vampire Hunter D: Bloodlust,2000,2263
"O Brother, Where Art Thou?",2000,824
"O Brother, Where Art Thou?",2000,1530
"O Brother, Where Art Thou?",2000,2264
"O Brother, Where Art Thou?",2000,2265
Interstate 60: Episodes of the Road,2002,1066
Interstate 60: Episodes of the Road,2002,143
Interstate 60: Episodes of the Road,2002,888
Interstate 60: Episodes of the Road,2002,2266
"South Park: Bigger, Longer & Uncut",1999,2267
"South Park: Bigger, Longer & Uncut",1999,2268
"South Park: Bigger, Longer & Uncut",1999,2269
"South Park: Bigger, Longer & Uncut",1999,2270
Office Space,1999,2271
Office Space,1999,1227
Office Space,1999,2272
Office Space,1999,2273
Happiness,1998,2274
Happiness,1998,2275
Happiness,1998,759
Happiness,1998,2276
Training Day,2001,1854
Training Day,2001,783
Training Day,2001,2006
Training Day,2001,877
Rushmore,1998,464
Rushmore,1998,1250
Rushmore,1998,814
Rushmore,1998,2277
Abre los ojos,1997,2278
Abre los ojos,1997,2279
Abre los ojos,1997,2280
Abre los ojos,1997,2281
Being John Malkovich,1999,2282
Being John Malkovich,1999,1923
Being John Malkovich,1999,768
Being John Malkovich,1999,2002
As Good as It Gets,1997,58
As Good as It Gets,1997,1912
As Good as It Gets,1997,1863
As Good as It Gets,1997,1964
The Fifth Element,1997,25
The Fifth Element,1997,2283
The Fifth Element,1997,143
The Fifth Element,1997,2284
Le dîner de cons,1998,2285
Le dîner de cons,1998,2286
Le dîner de cons,1998,2287
Le dîner de cons,1998,2288
Donnie Brasco,1997,5
Donnie Brasco,1997,1189
Donnie Brasco,1997,357
Donnie Brasco,1997,2289
Shine,1996,1105
Shine,1996,2290
Shine,1996,2291
Shine,1996,2292
Primal Fear,1996,754
Primal Fear,1996,818
Primal Fear,1996,35
Primal Fear,1996,2293
Hamlet,1996,2294
Hamlet,1996,1341
Hamlet,1996,1107
Hamlet,1996,324
A Little Princess,1995,2295
A Little Princess,1995,2296
A Little Princess,1995,2297
A Little Princess,1995,2298
Do lok tin si,1995,2299
Do lok tin si,1995,2300
Do lok tin si,1995,855
Do lok tin si,1995,2301
Il postino,1994,2302
Il postino,1994,2302
Il postino,1994,153
Il postino,1994,2303
Clerks,1994,2304
Clerks,1994,2305
Clerks,1994,2306
Clerks,1994,2307
Short Cuts,1993,1251
Short Cuts,1993,826
Short Cuts,1993,0
Short Cuts,1993,2308
Philadelphia,1993,39
Philadelphia,1993,1854
Philadelphia,1993,2309
Philadelphia,1993,2310
The Muppet Christmas Carol,1992,11
The Muppet Christmas Carol,1992,2311
The Muppet Christmas Carol,1992,2312
The Muppet Christmas Carol,1992,2313
Malcolm X,1992,1854
Malcolm X,1992,2314
Malcolm X,1992,2315
Malcolm X,1992,2316
The Last of the Mohicans,1992,510
The Last of the Mohicans,1992,1240
The Last of the Mohicans,1992,2317
The Last of the Mohicans,1992,2318
Kurenai no buta,1992,2319
Kurenai no buta,1992,2320
Kurenai no buta,1992,2321
Kurenai no buta,1992,2322
Glengarry Glen Ross,1992,5
Glengarry Glen Ross,1992,399
Glengarry Glen Ross,1992,2323
Glengarry Glen Ross,1992,2042
A Few Good Men,1992,1207
A Few Good Men,1992,58
A Few Good Men,1992,2324
A Few Good Men,1992,1550
Fried Green Tomatoes,1991,1925
Fried Green Tomatoes,1991,2325
Fried Green Tomatoes,1991,2326
Fried Green Tomatoes,1991,2327
Barton Fink,1991,824
Barton Fink,1991,2264
Barton Fink,1991,806
Barton Fink,1991,2328
Miller's Crossing,1990,824
Miller's Crossing,1990,139
Miller's Crossing,1990,1190
Miller's Crossing,1990,2264
Who Framed Roger Rabbit,1988,2329
Who Framed Roger Rabbit,1988,162
Who Framed Roger Rabbit,1988,2330
Who Framed Roger Rabbit,1988,2331
Spoorloos,1988,2332
Spoorloos,1988,2333
Spoorloos,1988,2334
Spoorloos,1988,2335
Withnail & I,1987,2336
Withnail & I,1987,2337
Withnail & I,1987,1552
Withnail & I,1987,2338
The Last Emperor,1987,2339
The Last Emperor,1987,2340
The Last Emperor,1987,396
The Last Emperor,1987,2341
Empire of the Sun,1987,8
Empire of the Sun,1987,2002
Empire of the Sun,1987,2342
Empire of the Sun,1987,2343
Der Name der Rose,1986,559
Der Name der Rose,1986,1588
Der Name der Rose,1986,2344
Der Name der Rose,1986,2345
Blue Velvet,1986,2346
Blue Velvet,1986,2347
Blue Velvet,1986,1589
Blue Velvet,1986,858
The Purple Rose of Cairo,1985,1325
The Purple Rose of Cairo,1985,2348
The Purple Rose of Cairo,1985,145
The Purple Rose of Cairo,1985,2349
After Hours,1985,2350
After Hours,1985,2351
After Hours,1985,2352
After Hours,1985,2353
Zelig,1983,1299
Zelig,1983,1325
Zelig,1983,2354
Zelig,1983,2355
The Verdict,1982,382
The Verdict,1982,2356
The Verdict,1982,1298
The Verdict,1982,405
Star Trek II: The Wrath of Khan,1982,2357
Star Trek II: The Wrath of Khan,1982,1514
Star Trek II: The Wrath of Khan,1982,2358
Star Trek II: The Wrath of Khan,1982,2359
First Blood,1982,911
First Blood,1982,2360
First Blood,1982,2043
First Blood,1982,2021
Ordinary People,1980,1796
Ordinary People,1980,2361
Ordinary People,1980,2362
Ordinary People,1980,2363
Airplane!,1980,2364
Airplane!,1980,2365
Airplane!,1980,2366
Airplane!,1980,2367
Rupan sansei: Kariosutoro no shiro,1979,2368
Rupan sansei: Kariosutoro no shiro,1979,2369
Rupan sansei: Kariosutoro no shiro,1979,2370
Rupan sansei: Kariosutoro no shiro,1979,2371
Halloween,1978,2372
Halloween,1978,1430
Halloween,1978,2373
Halloween,1978,2374
Le locataire,1976,2375
Le locataire,1976,2376
Le locataire,1976,1297
Le locataire,1976,2377
Love and Death,1975,1299
Love and Death,1975,7
Love and Death,1975,2378
Love and Death,1975,2379
The Taking of Pelham One Two Three,1974,1264
The Taking of Pelham One Two Three,1974,384
The Taking of Pelham One Two Three,1974,16
The Taking of Pelham One Two Three,1974,2380
Blazing Saddles,1974,2381
Blazing Saddles,1974,1307
Blazing Saddles,1974,2382
Blazing Saddles,1974,2383
Serpico,1973,5
Serpico,1973,2384
Serpico,1973,2385
Serpico,1973,2386
Enter the Dragon,1973,2387
Enter the Dragon,1973,2388
Enter the Dragon,1973,2389
Enter the Dragon,1973,2390
Deliverance,1972,552
Deliverance,1972,1578
Deliverance,1972,519
Deliverance,1972,2391
The French Connection,1971,557
The French Connection,1971,1302
The French Connection,1971,1639
The French Connection,1971,2392
Dirty Harry,1971,43
Dirty Harry,1971,2393
Dirty Harry,1971,2394
Dirty Harry,1971,2395
Where Eagles Dare,1968,1334
Where Eagles Dare,1968,43
Where Eagles Dare,1968,2396
Where Eagles Dare,1968,2397
The Odd Couple,1968,399
The Odd Couple,1968,1264
The Odd Couple,1968,17
The Odd Couple,1968,2398
The Dirty Dozen,1967,959
The Dirty Dozen,1967,1651
The Dirty Dozen,1967,165
The Dirty Dozen,1967,1326
Belle de jour,1967,1136
Belle de jour,1967,2399
Belle de jour,1967,2400
Belle de jour,1967,2401
A Man for All Seasons,1966,2402
A Man for All Seasons,1966,2403
A Man for All Seasons,1966,384
A Man for All Seasons,1966,2404
Repulsion,1965,1136
Repulsion,1965,2405
Repulsion,1965,2406
Repulsion,1965,1355
Zulu,1964,2407
Zulu,1964,398
Zulu,1964,2408
Zulu,1964,2409
Goldfinger,1964,559
Goldfinger,1964,2410
Goldfinger,1964,2411
Goldfinger,1964,2412
The Birds,1963,2413
The Birds,1963,2414
The Birds,1963,2325
The Birds,1963,83
Cape Fear,1962,598
Cape Fear,1962,1370
Cape Fear,1962,2415
Cape Fear,1962,2416
Peeping Tom,1960,2417
Peeping Tom,1960,2418
Peeping Tom,1960,1002
Peeping Tom,1960,2419
The Magnificent Seven,1960,1674
The Magnificent Seven,1960,595
The Magnificent Seven,1960,165
The Magnificent Seven,1960,44
Les yeux sans visage,1960,2420
Les yeux sans visage,1960,997
Les yeux sans visage,1960,2421
Les yeux sans visage,1960,2422
Invasion of the Body Snatchers,1956,2423
Invasion of the Body Snatchers,1956,2424
Invasion of the Body Snatchers,1956,2425
Invasion of the Body Snatchers,1956,2426
Rebel Without a Cause,1955,1677
Rebel Without a Cause,1955,2427
Rebel Without a Cause,1955,2428
Rebel Without a Cause,1955,2429
The Ladykillers,1955,102
The Ladykillers,1955,264
The Ladykillers,1955,2430
The Ladykillers,1955,2431
Sabrina,1954,172
Sabrina,1954,1382
Sabrina,1954,279
Sabrina,1954,2432
The Quiet Man,1952,958
The Quiet Man,1952,1688
The Quiet Man,1952,2433
The Quiet Man,1952,1676
The Day the Earth Stood Still,1951,2434
The Day the Earth Stood Still,1951,2435
The Day the Earth Stood Still,1951,2436
The Day the Earth Stood Still,1951,2437
The African Queen,1951,172
The African Queen,1951,1657
The African Queen,1951,2438
The African Queen,1951,2439
Gilda,1946,2440
Gilda,1946,2441
Gilda,1946,275
Gilda,1946,1362
Fantasia,1940,2442
Fantasia,1940,2443
Fantasia,1940,2444
Fantasia,1940,2445
The Invisible Man,1933,175
The Invisible Man,1933,2446
The Invisible Man,1933,2447
The Invisible Man,1933,2075
Dark Waters,2019,209
Dark Waters,2019,75
Dark Waters,2019,0
Dark Waters,2019,2448
Searching,2018,2449
Searching,2018,2450
Searching,2018,2451
Searching,2018,2452
Once Upon a Time... in Hollywood,2019,30
Once Upon a Time... in Hollywood,2019,34
Once Upon a Time... in Hollywood,2019,505
Once Upon a Time... in Hollywood,2019,766
Nelyubov,2017,2453
Nelyubov,2017,2454
Nelyubov,2017,2455
Nelyubov,2017,2456
The Florida Project,2017,2457
The Florida Project,2017,2458
The Florida Project,2017,878
The Florida Project,2017,2459
Just Mercy,2019,2460
Just Mercy,2019,215
Just Mercy,2019,673
Just Mercy,2019,2461
Gifted,2017,208
Gifted,2017,2462
Gifted,2017,2463
Gifted,2017,1108
The Peanut Butter Falcon,2019,2464
The Peanut Butter Falcon,2019,2465
The Peanut Butter Falcon,2019,2466
The Peanut Butter Falcon,2019,2467
Victoria,2015,2468
Victoria,2015,2469
Victoria,2015,2470
Victoria,2015,2471
Mustang,2015,2472
Mustang,2015,2473
Mustang,2015,2474
Mustang,2015,2475
Guardians of the Galaxy Vol. 2,2017,1085
Guardians of the Galaxy Vol. 2,2017,1088
Guardians of the Galaxy Vol. 2,2017,1090
Guardians of the Galaxy Vol. 2,2017,1086
Baby Driver,2017,2122
Baby Driver,2017,718
Baby Driver,2017,2476
Baby Driver,2017,2477
Only the Brave,2017,773
Only the Brave,2017,118
Only the Brave,2017,825
Only the Brave,2017,336
Bridge of Spies,2015,39
Bridge of Spies,2015,1732
Bridge of Spies,2015,2478
Bridge of Spies,2015,2178
Incredibles 2,2018,1192
Incredibles 2,2018,1193
Incredibles 2,2018,2479
Incredibles 2,2018,2480
Moana,2016,1260
Moana,2016,2481
Moana,2016,1780
Moana,2016,2482
Sicario,2015,1481
Sicario,2015,773
Sicario,2015,332
Sicario,2015,718
Creed,2015,2460
Creed,2015,911
Creed,2015,2483
Creed,2015,2484
Leviafan,2014,2485
Leviafan,2014,2486
Leviafan,2014,2487
Leviafan,2014,2488
Hell or High Water,2016,1511
Hell or High Water,2016,2216
Hell or High Water,2016,825
Hell or High Water,2016,2489
Philomena,2013,1169
Philomena,2013,2490
Philomena,2013,2491
Philomena,2013,2492
Dawn of the Planet of the Apes,2014,143
Dawn of the Planet of the Apes,2014,2493
Dawn of the Planet of the Apes,2014,1848
Dawn of the Planet of the Apes,2014,2494
El cuerpo,2012,658
El cuerpo,2012,2495
El cuerpo,2012,1179
El cuerpo,2012,2496
Serbuan maut,2011,1077
Serbuan maut,2011,2497
Serbuan maut,2011,2498
Serbuan maut,2011,2499
End of Watch,2012,733
End of Watch,2012,2500
End of Watch,2012,2501
End of Watch,2012,2502
Kari-gurashi no Arietti,2010,706
Kari-gurashi no Arietti,2010,2503
Kari-gurashi no Arietti,2010,194
Kari-gurashi no Arietti,2010,2188
A Star Is Born,2018,2504
A Star Is Born,2018,1087
A Star Is Born,2018,1940
A Star Is Born,2018,2505
True Grit,2010,770
True Grit,2010,825
True Grit,2010,86
True Grit,2010,2506
Hævnen,2010,2507
Hævnen,2010,2508
Hævnen,2010,2509
Hævnen,2010,2510
Despicable Me,2010,2511
Despicable Me,2010,1800
Despicable Me,2010,2512
Despicable Me,2010,2513
50/50,2011,31
50/50,2011,2514
50/50,2011,2501
50/50,2011,1109
Kick-Ass,2010,2515
Kick-Ass,2010,2245
Kick-Ass,2010,1064
Kick-Ass,2010,2516
Celda 211,2009,2517
Celda 211,2009,2518
Celda 211,2009,2519
Celda 211,2009,2520
Moneyball,2011,34
Moneyball,2011,40
Moneyball,2011,504
Moneyball,2011,759
La piel que habito,2011,2521
La piel que habito,2011,2522
La piel que habito,2011,2523
La piel que habito,2011,1909
Zombieland,2009,2162
Zombieland,2009,1050
Zombieland,2009,453
Zombieland,2009,2524
Die Welle,2008,2525
Die Welle,2008,2469
Die Welle,2008,2526
Die Welle,2008,2527
Sherlock Holmes,2009,207
Sherlock Holmes,2009,1930
Sherlock Holmes,2009,721
Sherlock Holmes,2009,2528
The Blind Side,2009,2529
The Blind Side,2009,2156
The Blind Side,2009,2530
The Blind Side,2009,2531
The Visitor,2007,2532
The Visitor,2007,2533
The Visitor,2007,2534
The Visitor,2007,2535
Seven Pounds,2008,1140
Seven Pounds,2008,2536
Seven Pounds,2008,453
Seven Pounds,2008,2537
Eastern Promises,2007,1573
Eastern Promises,2007,19
Eastern Promises,2007,2290
Eastern Promises,2007,2538
Stardust,2007,2539
Stardust,2007,2540
Stardust,2007,2541
Stardust,2007,20
The Secret of Kells,2009,2542
The Secret of Kells,2009,2543
The Secret of Kells,2009,724
The Secret of Kells,2009,2544
Inside Man,2006,1854
Inside Man,2006,1155
Inside Man,2006,98
Inside Man,2006,540
Gone Baby Gone,2007,1
Gone Baby Gone,2007,539
Gone Baby Gone,2007,1747
Gone Baby Gone,2007,2545
La Vie En Rose,2007,2149
La Vie En Rose,2007,2546
La Vie En Rose,2007,2547
La Vie En Rose,2007,1157
Huo Yuan Jia,2006,1553
Huo Yuan Jia,2006,2548
Huo Yuan Jia,2006,2549
Huo Yuan Jia,2006,2550
The Illusionist,2006,35
The Illusionist,2006,2551
The Illusionist,2006,1184
The Illusionist,2006,2552
Dead Man's Shoes,2004,1770
Dead Man's Shoes,2004,2553
Dead Man's Shoes,2004,2554
Dead Man's Shoes,2004,2555
Harry Potter and the Half-Blood Prince,2009,746
Harry Potter and the Half-Blood Prince,2009,747
Harry Potter and the Half-Blood Prince,2009,748
Harry Potter and the Half-Blood Prince,2009,749
300,2006,764
300,2006,2556
300,2006,2557
300,2006,1769
Match Point,2005,127
Match Point,2005,2558
Match Point,2005,499
Match Point,2005,1083
Watchmen,2009,2559
Watchmen,2009,2560
Watchmen,2009,2561
Watchmen,2009,2562
Lord of War,2005,2245
Lord of War,2005,783
Lord of War,2005,335
Lord of War,2005,2563
Saw,2004,1280
Saw,2004,2564
Saw,2004,1992
Saw,2004,2565
"Synecdoche, New York",2008,759
"Synecdoche, New York",2008,2206
"Synecdoche, New York",2008,1748
"Synecdoche, New York",2008,768
Mysterious Skin,2004,2566
Mysterious Skin,2004,31
Mysterious Skin,2004,2567
Mysterious Skin,2004,2568
Jeux d'enfants,2003,2203
Jeux d'enfants,2003,2149
Jeux d'enfants,2003,2569
Jeux d'enfants,2003,2570
Un long dimanche de fiançailles,2004,327
Un long dimanche de fiançailles,2004,2571
Un long dimanche de fiançailles,2004,98
Un long dimanche de fiançailles,2004,2572
The Station Agent,2003,2573
The Station Agent,2003,2574
The Station Agent,2003,2575
The Station Agent,2003,2576
21 Grams,2003,1549
21 Grams,2003,332
21 Grams,2003,1573
21 Grams,2003,2577
Boksuneun naui geot,2002,66
Boksuneun naui geot,2002,2578
Boksuneun naui geot,2002,2579
Boksuneun naui geot,2002,2580
Finding Neverland,2004,1189
Finding Neverland,2004,324
Finding Neverland,2004,1341
Finding Neverland,2004,2231
25th Hour,2002,35
25th Hour,2002,2581
25th Hour,2002,759
25th Hour,2002,2536
The Butterfly Effect,2004,2582
The Butterfly Effect,2004,2583
The Butterfly Effect,2004,2584
The Butterfly Effect,2004,2585
28 Days Later...,2002,2586
28 Days Later...,2002,2167
28 Days Later...,2002,2587
28 Days Later...,2002,2588
Batoru rowaiaru,2000,2188
Batoru rowaiaru,2000,2589
Batoru rowaiaru,2000,2590
Batoru rowaiaru,2000,1926
The Royal Tenenbaums,2001,557
The Royal Tenenbaums,2001,1540
The Royal Tenenbaums,2001,2591
The Royal Tenenbaums,2001,2592
Y tu mamá también,2001,517
Y tu mamá también,2001,213
Y tu mamá también,2001,2593
Y tu mamá también,2001,2594
Harry Potter and the Sorcerer's Stone,2001,746
Harry Potter and the Sorcerer's Stone,2001,748
Harry Potter and the Sorcerer's Stone,2001,558
Harry Potter and the Sorcerer's Stone,2001,2595
The Others,2001,1053
The Others,2001,2587
The Others,2001,726
The Others,2001,2596
Blow,2001,1189
Blow,2001,2279
Blow,2001,1566
Blow,2001,2597
Enemy at the Gates,2001,1930
Enemy at the Gates,2001,539
Enemy at the Gates,2001,2598
Enemy at the Gates,2001,2599
Minority Report,2002,1207
Minority Report,2002,1515
Minority Report,2002,2206
Minority Report,2002,614
The Hurricane,1999,1854
The Hurricane,1999,2600
The Hurricane,1999,1933
The Hurricane,1999,722
American Psycho,2000,8
American Psycho,2000,1575
American Psycho,2000,2601
American Psycho,2000,2602
Lola rennt,1998,1566
Lola rennt,1998,1231
Lola rennt,1998,2603
Lola rennt,1998,2604
The Thin Red Line,1998,1896
The Thin Red Line,1998,1549
The Thin Red Line,1998,496
The Thin Red Line,1998,2605
Mulan,1998,2606
Mulan,1998,2607
Mulan,1998,1922
Mulan,1998,2608
Fear and Loathing in Las Vegas,1998,1189
Fear and Loathing in Las Vegas,1998,332
Fear and Loathing in Las Vegas,1998,2609
Fear and Loathing in Las Vegas,1998,2610
Funny Games,1997,2611
Funny Games,1997,228
Funny Games,1997,2612
Funny Games,1997,2613
Dark City,1998,2552
Dark City,1998,2614
Dark City,1998,336
Dark City,1998,2615
Sleepers,1996,12
Sleepers,1996,1550
Sleepers,1996,34
Sleepers,1996,2616
Lost Highway,1997,2448
Lost Highway,1997,1505
Lost Highway,1997,2617
Lost Highway,1997,2618
Sense and Sensibility,1995,1945
Sense and Sensibility,1995,324
Sense and Sensibility,1995,2619
Sense and Sensibility,1995,325
Die Hard: With a Vengeance,1995,25
Die Hard: With a Vengeance,1995,148
Die Hard: With a Vengeance,1995,24
Die Hard: With a Vengeance,1995,1269
Dead Man,1995,1189
Dead Man,1995,2620
Dead Man,1995,164
Dead Man,1995,2621
The Bridges of Madison County,1995,43
The Bridges of Madison County,1995,1531
The Bridges of Madison County,1995,2622
The Bridges of Madison County,1995,2623
Apollo 13,PG,39
Apollo 13,PG,1463
Apollo 13,PG,1550
Apollo 13,PG,41
Trois couleurs: Blanc,1994,1591
Trois couleurs: Blanc,1994,784
Trois couleurs: Blanc,1994,2624
Trois couleurs: Blanc,1994,2625
Falling Down,1993,1932
Falling Down,1993,13
Falling Down,1993,1607
Falling Down,1993,2626
Dazed and Confused,1993,2627
Dazed and Confused,1993,1901
Dazed and Confused,1993,74
